feature,rank,other_feature,corr
INV_LO_MINUS_LO,3,INV_PLACE_NON_LOW_UNROUNDED,0.099264704
INV_LO_MINUS_LO,4,INV_HI_MINUS_HI,0.09375
INV_LO_MINUS_LO,5,INV_VOICELESS_VELAR_PLOSIVE,0.080357142
INV_VOWEL_3,1,P_BILABIALS,0.1875
INV_VOWEL_3,2,INV_PLACE_LABIAL,0.140625
INV_VOWEL_3,3,INV_ALVEOLAR_NASAL,0.1171875
INV_VOWEL_3,4,INV_PLACE_NON_LOW_UNROUNDED,0.10546875
INV_VOWEL_3,5,INV_PLACE_PALATALIZED_VELAR,0.10227272659540176
INV_VOWEL_4,1,INV_ALVEOLAR_NASAL,0.1171875
INV_VOWEL_4,2,INV_BILABIAL_NASAL,0.11249999701976776
INV_VOWEL_4,3,INV_PLACE_LABIAL,0.1071428582072258
INV_VOWEL_4,4,INV_PLACE_NON_LOW_UNROUNDED,0.10546875
INV_VOWEL_4,5,INV_VOICELESS_VELAR_PLOSIVE,0.09375
INV_VOWEL_5,1,INV_PLACE_NON_LOW_UNROUNDED,0.099264704
INV_VOWEL_5,2,INV_ALVEOLAR_NASAL,0.086538464
INV_VOWEL_5,3,P_FRICATIVES,0.080357142
INV_VOWEL_5,4,INV_PLACE_LABIOVELAR,0.080357142
INV_VOWEL_5,5,P_NASALS,0.080357142
INV_VOWEL_6,1,P_CLICKS,0.11249999701976776
INV_VOWEL_6,2,INV_PLACE_NON_LOW_UNROUNDED,0.099264704
INV_VOWEL_6,3,INV_VOICELESS_ALVEOLAR_PLOSIVE,0.09375
INV_VOWEL_6,4,INV_BILABIAL_NASAL,0.080357142
INV_VOWEL_6,5,INV_PLACE_PALATALIZED_VELAR,0.067500003
INV_VOWEL_7,1,P_BILABIALS,0.1875
INV_VOWEL_7,2,INV_PLACE_LABIAL,0.1339285671710968
INV_VOWEL_7,3,INV_VOICELESS_ALVEOLAR_PLOSIVE,0.12228260934352875
INV_VOWEL_7,4,INV_PLACE_LABIOVELAR,0.11249999701976776
INV_VOWEL_7,5,P_VOICE,0.11249999701976776
INV_VOW_8,1,INV_VOICELESS_ALVEOLAR_PLOSIVE,0.15340909361839294
INV_VOW_8,2,INV_VOICELESS_VELAR_PLOSIVE,0.140625
INV_VOW_8,3,INV_ALVEOLAR_NASAL,0.11249999701976776
INV_VOW_8,4,P_VOICE,0.11249999701976776
INV_VOW_8,5,INV_BILABIAL_NASAL,0.1041666641831398
INV_VOW_9,1,P_BILABIALS,0.1875
INV_VOW_9,2,P_NASALS,0.1875
INV_VOW_9,3,P_FRICATIVES,0.1875
INV_VOW_9,4,INV_VOICELESS_VELAR_PLOSIVE,0.140625
INV_VOW_9,5,INV_BILABIAL_NASAL,0.1041666641831398
INV_VOW_10_MORE,1,P_VOICE,0.11249999701976776
INV_VOW_10_MORE,2,P_FRICATIVES,0.080357142
INV_VOW_10_MORE,3,P_BILABIALS,0.080357142
INV_VOW_10_MORE,4,INV_CLOSE_FRONT_UNROUNDED_VOWEL,0.080357142
INV_VOW_10_MORE,5,INV_PLACE_LABIAL,0.073369563
INV_CONS_ASP,1,P_BILABIALS,0.1875
INV_CONS_ASP,2,INV_LABIODENTAL_NASAL,0.1339285671710968
INV_CONS_ASP,3,INV_VOICED_VELAR_IMPLOSIVE,0.12980769574642181
INV_CONS_ASP,4,P_CLICKS,0.11249999701976776
INV_CONS_ASP,5,P_VOICE,0.11249999701976776
INV_OBS_VD_VLESS,1,INV_VOICED_ALVEOLAR_LATERAL_FRICATIVE,0.15340909361839294
INV_OBS_VD_VLESS,2,INV_VOW_VD_VLESS,0.140625
INV_OBS_VD_VLESS,3,INV_VOICED_ALVEOPALATAL_FRICATIVE,0.140625
INV_OBS_VD_VLESS,4,INV_UVULAR_TRILL,0.12784090638160706
INV_OBS_VD_VLESS,5,INV_VOICED_PHARYNGEAL_FRICATIVE,0.1171875
INV_CONT_VD_VLESS,1,P_PHARYNGEALS,0.1875
INV_CONT_VD_VLESS,2,P_CLICKS,0.11249999701976776
INV_CONT_VD_VLESS,3,INV_VOICED_ALVEOPALATAL_FRICATIVE,0.1071428582072258
INV_CONT_VD_VLESS,4,INV_VOICELESS_ALVEOLAR_PLOSIVE,0.097826086
INV_CONT_VD_VLESS,5,INV_OPEN_BACK_ROUNDED_VOWEL,0.090000004
INV_SON_VD_VLESS,1,P_FRICATIVES,0.1875
INV_SON_VD_VLESS,2,P_NASALS,0.1875
INV_SON_VD_VLESS,3,P_BILABIALS,0.1875
INV_SON_VD_VLESS,4,INV_VOICELESS_VELAR_PLOSIVE,0.17119565606117249
INV_SON_VD_VLESS,5,INV_VOICELESS_ALVEOLAR_PLOSIVE,0.15340909361839294
INV_VOW_VD_VLESS,1,INV_VOICELESS_ALVEOLAR_PLOSIVE,0.14802631735801697
INV_VOW_VD_VLESS,2,INV_OBS_VD_VLESS,0.140625
INV_VOW_VD_VLESS,3,INV_ALVEOLAR_NASAL,0.140625
INV_VOW_VD_VLESS,4,INV_VOICELESS_BILABIAL_PLOSIVE,0.140625
INV_VOW_VD_VLESS,5,INV_PLACE_LABIOVELAR,0.140625
S_GENDER_MARK,1,P_CLICKS,0.1875
S_GENDER_MARK,2,S_SEX_MARK,0.1875
S_GENDER_MARK,3,S_OBLIQUE_AFTER_OBJECT,0.1875
S_GENDER_MARK,4,S_CASE_PREFIX,0.1875
S_GENDER_MARK,5,P_CODAS,0.11249999701976776
S_SEX_MARK,1,S_GENDER_MARK,0.1875
S_SEX_MARK,2,S_OBLIQUE_AFTER_OBJECT,0.1875
S_SEX_MARK,3,S_SVO,0
S_SEX_MARK,4,S_TYPICAL_PASSIVE_CONSTRUCTION,0
S_SEX_MARK,5,S_APPLICATIVE_CONSTRUCTION,0
S_DEFINITE_AFFIX,1,P_BILABIALS,0.1875
S_DEFINITE_AFFIX,2,P_NASALS,0.1875
S_DEFINITE_AFFIX,3,S_OBLIQUE_AFTER_OBJECT,0.1875
S_DEFINITE_AFFIX,4,S_DEMONSTRATIVE_PREFIX,0.1875
S_DEFINITE_AFFIX,5,S_ANY_REDUP,0.1875
S_DEFINITE_WORD,1,S_PARTICLE_NEGATION,0.1875
S_DEFINITE_WORD,2,S_TAM_MARK,0.1875
S_DEFINITE_WORD,3,S_PUSH_AT_REST_MARK,0.1875
S_DEFINITE_WORD,4,S_PROCONJ_SING,0.1875
S_DEFINITE_WORD,5,S_GREEN_BLUE_DIST,0.1875
S_INDEFINITE_AFFIX,1,P_BILABIALS,0.1875
S_INDEFINITE_AFFIX,2,P_NASALS,0.1875
S_INDEFINITE_AFFIX,3,S_OBLIQUE_AFTER_OBJECT,0.1875
S_INDEFINITE_AFFIX,4,S_DEMONSTRATIVE_PREFIX,0.1875
S_INDEFINITE_AFFIX,5,S_TYPICAL_PASSIVE_CONSTRUCTION,0
S_INDEFINITE_WORD,1,P_BILABIALS,0.1875
S_INDEFINITE_WORD,2,S_OBLIQUE_AFTER_OBJECT,0.1875
S_INDEFINITE_WORD,3,S_XVO,0.1875
S_INDEFINITE_WORD,4,S_RECIP_REFLEX_CONSTR_ID,0
S_INDEFINITE_WORD,5,S_SPECIAL_RECIP_CONSTR,0
S_POSSESSIVE_PREFIX,1,S_OVA,0.2857142984867096
S_POSSESSIVE_PREFIX,2,INV_VOICELESS_LABIODENTAL_FRICATIVE,0.1875
S_POSSESSIVE_PREFIX,3,S_INTENS_REFLEX_DIFF,0.1875
S_POSSESSIVE_PREFIX,4,S_PUSH_AT_REST_MARK,0.1875
S_POSSESSIVE_PREFIX,5,S_MOTION_TO_FROM_DIFF,0.1875
S_POSSESSIVE_SUFFIX,1,S_KNOW_COMPLEMENTIZER_RELATED_TO_SAY,0.1875
S_POSSESSIVE_SUFFIX,2,S_HABITUAL_MARK_EXTENDED_USE,0.1875
S_POSSESSIVE_SUFFIX,3,P_BILABIALS,0.1875
S_POSSESSIVE_SUFFIX,4,S_PROGRESSIVE_MARK_EXTENDED_USE,0.1875
S_POSSESSIVE_SUFFIX,5,M_PROGRESSIVE_MARK,0.1875
S_ADPOSITION_BEFORE_NOUN,1,S_XVO,0.1875
S_ADPOSITION_BEFORE_NOUN,2,S_HABITUAL_MARK_EXTENDED_USE,0.1875
S_ADPOSITION_BEFORE_NOUN,3,S_BODY_PART_SUBJ,0.1875
S_ADPOSITION_BEFORE_NOUN,4,P_BILABIALS,0.1875
S_ADPOSITION_BEFORE_NOUN,5,S_INSTRUMENT_RELATIVE_PARTICLE,0.1875
S_ADPOSITION_AFTER_NOUN,1,S_OVA,0.1875
S_ADPOSITION_AFTER_NOUN,2,S_ALSO_FOLLOW_FOCUS,0.1875
S_ADPOSITION_AFTER_NOUN,3,S_XVO,0.1875
S_ADPOSITION_AFTER_NOUN,4,S_OXV,0.1875
S_ADPOSITION_AFTER_NOUN,5,S_OthTR,0.1875
S_POSSESSOR_BEFORE_NOUN,1,S_POSSESSOR_BEFORE_NOUN.1,0.2857142984867096
S_POSSESSOR_BEFORE_NOUN,2,S_OthTR,0.1875
S_POSSESSOR_BEFORE_NOUN,3,S_OthRT,0.1875
S_POSSESSOR_BEFORE_NOUN,4,S_VTR,0.1875
S_POSSESSOR_BEFORE_NOUN,5,S_VRT,0.1875
S_POSSESSOR_AFTER_NOUN,1,S_POSSESSOR_AFTER_NOUN.1,0.2857142984867096
S_POSSESSOR_AFTER_NOUN,2,S_CASE_PROCLITIC,0.1875
S_POSSESSOR_AFTER_NOUN,3,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_POSSESSOR_AFTER_NOUN,4,S_TAM_MARK,0.1875
S_POSSESSOR_AFTER_NOUN,5,S_TAM,0.1875
S_ADJECTIVE_BEFORE_NOUN,1,S_EXPL_SUBJ_SEEM,0.1875
S_ADJECTIVE_BEFORE_NOUN,2,INV_VOWEL_HEIGHT_5,0.1875
S_ADJECTIVE_BEFORE_NOUN,3,S_AOV,0.1875
S_ADJECTIVE_BEFORE_NOUN,4,S_OVA,0.1875
S_ADJECTIVE_BEFORE_NOUN,5,S_OAV,0.1875
S_ADJECTIVE_AFTER_NOUN,1,S_ALSO_FOLLOW_FOCUS,0.1875
S_ADJECTIVE_AFTER_NOUN,2,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_ADJECTIVE_AFTER_NOUN,3,S_OVA,0.1875
S_ADJECTIVE_AFTER_NOUN,4,M_COMP_STAN_MARK,0.1875
S_ADJECTIVE_AFTER_NOUN,5,S_TRIAL_FREE_MARKER,0.1875
S_DEMONSTRATIVE_WORD_BEFORE_NOUN,1,INV_VOWEL_HEIGHT_5,0.1875
S_DEMONSTRATIVE_WORD_BEFORE_NOUN,2,S_STRV,0.1875
S_DEMONSTRATIVE_WORD_BEFORE_NOUN,3,S_SRTV,0.1875
S_DEMONSTRATIVE_WORD_BEFORE_NOUN,4,S_AOV,0.1875
S_DEMONSTRATIVE_WORD_BEFORE_NOUN,5,S_VRT,0.1875
S_DEMONSTRATIVE_WORD_AFTER_NOUN,1,S_ALSO_FOLLOW_FOCUS,0.1875
S_DEMONSTRATIVE_WORD_AFTER_NOUN,2,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_DEMONSTRATIVE_WORD_AFTER_NOUN,3,S_TAM_MARK,0.1875
S_DEMONSTRATIVE_WORD_AFTER_NOUN,4,S_MTA,0.1875
S_DEMONSTRATIVE_WORD_AFTER_NOUN,5,M_COMP_STAN_MARK,0.1875
S_DEMONSTRATIVE_PREFIX,1,S_PLURAL_SUFFIX,0.1875
S_DEMONSTRATIVE_PREFIX,2,S_SUBORDINATOR_SUFFIX,0.1875
S_DEMONSTRATIVE_PREFIX,3,S_DEGREE_WORD_BEFORE_ADJECTIVE,0.1875
S_DEMONSTRATIVE_PREFIX,4,S_TAM_SUFFIX,0.1875
S_DEMONSTRATIVE_PREFIX,5,S_NEGATIVE_AFFIX,0.1875
S_DEMONSTRATIVE_SUFFIX,1,S_PAST_VS_PRESENT_MARK,0.1875
S_DEMONSTRATIVE_SUFFIX,2,S_FUTURE_AFFIX,0.1875
S_DEMONSTRATIVE_SUFFIX,3,S_COMITATIVE_VS_INSTRUMENTAL_MARK,0.1875
S_DEMONSTRATIVE_SUFFIX,4,S_ANY_REDUP,0.1875
S_DEMONSTRATIVE_SUFFIX,5,S_POSSESSIVE_DEPMARK,0.1875
S_NUMERAL_BEFORE_NOUN,1,S_OAV,0.1875
S_NUMERAL_BEFORE_NOUN,2,S_OVA,0.1875
S_NUMERAL_BEFORE_NOUN,3,S_AOV,0.1875
S_NUMERAL_BEFORE_NOUN,4,S_MTA,0.1875
S_NUMERAL_BEFORE_NOUN,5,S_TMA,0.1875
S_NUMERAL_AFTER_NOUN,1,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_NUMERAL_AFTER_NOUN,2,M_COMP_STAN_MARK,0.1875
S_NUMERAL_AFTER_NOUN,3,S_ALSO_FOLLOW_FOCUS,0.1875
S_NUMERAL_AFTER_NOUN,4,P_BILABIALS,0.1875
S_NUMERAL_AFTER_NOUN,5,S_WANT_COMPLEMENT_IMPLICIT_SUBJECT,0.1875
S_RELATIVE_BEFORE_NOUN,1,S_OVA,0.1875
S_RELATIVE_BEFORE_NOUN,2,S_STATIVE_PRES_PERF_DYNAMIC_MARK,0.1875
S_RELATIVE_BEFORE_NOUN,3,M_PROGRESSIVE_MARK,0.1875
S_RELATIVE_BEFORE_NOUN,4,S_TAM_MARK,0.1875
S_RELATIVE_BEFORE_NOUN,5,S_XVO,0.1875
S_RELATIVE_AFTER_NOUN,1,S_APPLICATIVE_CONSTRUCTION,0.1875
S_RELATIVE_AFTER_NOUN,2,S_EXPL_SUBJ_SEEM,0.1875
S_RELATIVE_AFTER_NOUN,3,S_NEGATIVE_WORD_FINAL,0.1875
S_RELATIVE_AFTER_NOUN,4,S_PRONOMIAL_SUBJ_OBLIG_PRON_WORDS,0.1875
S_RELATIVE_AFTER_NOUN,5,M_ANTIDUAL,0.1875
S_RELATIVE_AROUND_NOUN,1,S_COMITATIVE_VS_INSTRUMENTAL_MARK,0.1875
S_RELATIVE_AROUND_NOUN,2,S_OXV,0.1875
S_RELATIVE_AROUND_NOUN,3,S_OBLIQUE_AFTER_OBJECT,0.1875
S_RELATIVE_AROUND_NOUN,4,S_OBLIQUE_BEFORE_VERB,0.1875
S_RELATIVE_AROUND_NOUN,5,S_APPLICATIVE_CONSTRUCTION,0
S_NOMINATIVE_VS_ACCUSATIVE_MARK,1,P_BILABIALS,0.1875
S_NOMINATIVE_VS_ACCUSATIVE_MARK,2,S_OBLIQUE_AFTER_OBJECT,0.1875
S_NOMINATIVE_VS_ACCUSATIVE_MARK,3,P_NASALS,0.1875
S_NOMINATIVE_VS_ACCUSATIVE_MARK,4,S_VOS,0.080357142
S_NOMINATIVE_VS_ACCUSATIVE_MARK,5,S_OVS,0.080357142
S_ERGATIVE_VS_ABSOLUTIVE_MARK,1,P_BILABIALS,0.1875
S_ERGATIVE_VS_ABSOLUTIVE_MARK,2,S_ARTICLE_WORD_AFTER_NOUN,0.1875
S_ERGATIVE_VS_ABSOLUTIVE_MARK,3,P_LONG_VOWELS,0.1875
S_ERGATIVE_VS_ABSOLUTIVE_MARK,4,S_COMITATIVE_VS_INSTRUMENTAL_MARK,0.1875
S_ERGATIVE_VS_ABSOLUTIVE_MARK,5,S_XOV,0.1875
S_NEGATIVE_WORD_BEFORE_VERB,1,S_NEGATIVE_WORD_ADJACENT_BEFORE_VERB,0.1875
S_NEGATIVE_WORD_BEFORE_VERB,2,S_XVO,0.1875
S_NEGATIVE_WORD_BEFORE_VERB,3,S_XOV,0.1875
S_NEGATIVE_WORD_BEFORE_VERB,4,S_NEGATIVE_WORD_INITIAL,0.1875
S_NEGATIVE_WORD_BEFORE_VERB,5,S_OBLIQUE_BEFORE_OBJECT,0.1875
S_NEGATIVE_PREFIX,1,P_NASALS,0.1875
S_NEGATIVE_PREFIX,2,S_SVO,0
S_NEGATIVE_PREFIX,3,S_TYPICAL_PASSIVE_CONSTRUCTION,0
S_NEGATIVE_PREFIX,4,S_APPLICATIVE_CONSTRUCTION,0
S_NEGATIVE_PREFIX,5,S_SUBJECT_RELATIVE_ZERO,0
S_NEGATIVE_WORD_AFTER_VERB,1,S_OBLIQUE_AFTER_OBJECT,0.1875
S_NEGATIVE_WORD_AFTER_VERB,2,S_NEGATIVE_WORD_FINAL,0.1875
S_NEGATIVE_WORD_AFTER_VERB,3,S_SUBJECT_BEFORE_OBJECT,0.080357142
S_NEGATIVE_WORD_AFTER_VERB,4,S_SOV,0.051136363
S_NEGATIVE_WORD_AFTER_VERB,5,S_SUBJECT_BEFORE_VERB,0.051136363
S_NEGATIVE_SUFFIX,1,P_BILABIALS,0.1875
S_NEGATIVE_SUFFIX,2,S_SVO,0
S_NEGATIVE_SUFFIX,3,S_SPECIAL_RECIP_CONSTR,0
S_NEGATIVE_SUFFIX,4,S_TYPICAL_PASSIVE_CONSTRUCTION,0
S_NEGATIVE_SUFFIX,5,S_APPLICATIVE_CONSTRUCTION,0
S_NEGATIVE_WORD_BEFORE_SUBJECT,1,S_NEGATIVE_WORD_INITIAL,0.1875
S_NEGATIVE_WORD_BEFORE_SUBJECT,2,S_NEGATIVE_WORD,0.1875
S_NEGATIVE_WORD_BEFORE_SUBJECT,3,S_OBLIQUE_AFTER_OBJECT,0.1875
S_NEGATIVE_WORD_BEFORE_SUBJECT,4,P_BILABIALS,0.1875
S_NEGATIVE_WORD_BEFORE_SUBJECT,5,S_SPECIAL_RECIP_CONSTR,0
S_NEGATIVE_WORD_AFTER_SUBJECT,1,S_XVO,0.1875
S_NEGATIVE_WORD_AFTER_SUBJECT,2,S_XOV,0.1875
S_NEGATIVE_WORD_AFTER_SUBJECT,3,S_NEGATIVE_WORD,0.1875
S_NEGATIVE_WORD_AFTER_SUBJECT,4,S_OSV,0.1875
S_NEGATIVE_WORD_AFTER_SUBJECT,5,S_OBLIQUE_BEFORE_OBJECT,0.1875
S_NEGATIVE_WORD_BEFORE_OBJECT,1,S_NEGATIVE_WORD_INITIAL,0.1875
S_NEGATIVE_WORD_BEFORE_OBJECT,2,P_BILABIALS,0.1875
S_NEGATIVE_WORD_BEFORE_OBJECT,3,S_NEGATIVE_WORD,0.1875
S_NEGATIVE_WORD_BEFORE_OBJECT,4,S_XVO,0.1875
S_NEGATIVE_WORD_BEFORE_OBJECT,5,S_SPECIAL_RECIP_CONSTR,0
S_NEGATIVE_WORD_AFTER_OBJECT,1,S_NEGATIVE_WORD,0.1875
S_NEGATIVE_WORD_AFTER_OBJECT,2,S_OSV,0.1875
S_NEGATIVE_WORD_AFTER_OBJECT,3,S_XOV,0.1875
S_NEGATIVE_WORD_AFTER_OBJECT,4,S_SVO,0
S_NEGATIVE_WORD_AFTER_OBJECT,5,S_SPECIAL_RECIP_CONSTR,0
S_NEGATIVE_WORD_INITIAL,1,P_NASALS,0.1875
S_NEGATIVE_WORD_INITIAL,2,S_COMITATIVE_VS_INSTRUMENTAL_MARK,0.1875
S_NEGATIVE_WORD_INITIAL,3,S_OBLIQUE_AFTER_OBJECT,0.1875
S_NEGATIVE_WORD_INITIAL,4,S_NEGATIVE_WORD_BEFORE_OBJECT,0.1875
S_NEGATIVE_WORD_INITIAL,5,S_NEGATIVE_WORD_BEFORE_SUBJECT,0.1875
S_NEGATIVE_WORD_FINAL,1,P_BILABIALS,0.1875
S_NEGATIVE_WORD_FINAL,2,P_FRICATIVES,0.1875
S_NEGATIVE_WORD_FINAL,3,S_OBLIQUE_AFTER_OBJECT,0.1875
S_NEGATIVE_WORD_FINAL,4,S_OBJECT_AFTER_VERB,0.1875
S_NEGATIVE_WORD_FINAL,5,S_SUBJECT_BEFORE_OBJECT,0.1875
S_NEGATIVE_WORD_ADJACENT_BEFORE_VERB,1,S_XVO,0.1875
S_NEGATIVE_WORD_ADJACENT_BEFORE_VERB,2,S_NEGATIVE_WORD,0.1875
S_NEGATIVE_WORD_ADJACENT_BEFORE_VERB,3,S_OBLIQUE_BEFORE_OBJECT,0.1875
S_NEGATIVE_WORD_ADJACENT_BEFORE_VERB,4,S_NEGATIVE_WORD_BEFORE_VERB,0.1875
S_NEGATIVE_WORD_ADJACENT_BEFORE_VERB,5,S_XOV,0.1875
S_NEGATIVE_WORD_ADJACENT_AFTER_VERB,1,P_FRICATIVES,0.1875
S_NEGATIVE_WORD_ADJACENT_AFTER_VERB,2,S_NEGATIVE_WORD,0.1875
S_NEGATIVE_WORD_ADJACENT_AFTER_VERB,3,S_OBLIQUE_AFTER_OBJECT,0.1875
S_NEGATIVE_WORD_ADJACENT_AFTER_VERB,4,S_SVO,0
S_NEGATIVE_WORD_ADJACENT_AFTER_VERB,5,S_TYPICAL_PASSIVE_CONSTRUCTION,0
S_PLURAL_PREFIX,1,S_PUSH_AT_REST_MARK,0.1875
S_PLURAL_PREFIX,2,INV_VOICED_ALVEOLAR_FRICATIVE,0.1875
S_PLURAL_PREFIX,3,INV_VOICELESS_LABIODENTAL_FRICATIVE,0.1875
S_PLURAL_PREFIX,4,S_NEUTRAL_ALIGNMENT_FLAGGING,0.1875
S_PLURAL_PREFIX,5,S_PULL_AT_REST_MARK,0.1875
S_PLURAL_SUFFIX,1,S_EXP_SUBJ_FEAR_VERBAL,0.1875
S_PLURAL_SUFFIX,2,P_PHARYNGEALS,0.1875
S_PLURAL_SUFFIX,3,S_TAM_MARK,0.1875
S_PLURAL_SUFFIX,4,S_ADJOINED_RELATIVE,0.1875
S_PLURAL_SUFFIX,5,S_ALSO_FOLLOW_FOCUS,0.1875
S_PLURAL_WORD,1,S_TMA,0.1875
S_PLURAL_WORD,2,S_OVA,0.1875
S_PLURAL_WORD,3,M_PLURAL_MARK_3RD_PLURAL_PRON_DIST,0.1875
S_PLURAL_WORD,4,M_ANTIDUAL,0.1875
S_PLURAL_WORD,5,S_ADJOINED_RELATIVE,0.1875
P_VELAR_NASAL,1,INV_PLACE_NON_LOW_UNROUNDED,0.1875
P_VELAR_NASAL,2,P_NASALS,0.1875
P_VELAR_NASAL,3,P_VELAR_NASAL_INITIAL,0.1875
P_VELAR_NASAL,4,INV_CLOSE_MID_CENTRAL_ROUNDED_VOWEL,0.1875
P_VELAR_NASAL,5,S_XVO,0.1875
P_VELAR_NASAL_INITIAL,1,P_BILABIALS,0.1875
P_VELAR_NASAL_INITIAL,2,S_XVO,0.1875
P_VELAR_NASAL_INITIAL,3,S_XOV,0.1875
P_VELAR_NASAL_INITIAL,4,P_NASALS,0.1875
P_VELAR_NASAL_INITIAL,5,P_VELAR_NASAL,0.1875
S_OBJECT_HEADMARK,1,S_NEUTRAL_ALIGNMENT_FLAGGING,0.1875
S_OBJECT_HEADMARK,2,S_V_NOT_V_POLAR,0.1875
S_OBJECT_HEADMARK,3,M_ANTIDUAL,0.1875
S_OBJECT_HEADMARK,4,S_VERB_CHAIN_ASPECT_CHANGE,0.1875
S_OBJECT_HEADMARK,5,S_TMA,0.1875
S_OBJECT_DEPMARK,1,S_PARTICLE_AND_VERBAL_POLAR,0.1875
S_OBJECT_DEPMARK,2,S_DEMONSTRATIVE_SUFFIX,0.1875
S_OBJECT_DEPMARK,3,S_TEND_DEPMARK,0.1875
S_OBJECT_DEPMARK,4,S_ALSO_FOLLOW_FOCUS,0.1875
S_OBJECT_DEPMARK,5,S_XVO,0.1875
S_POSSESSIVE_HEADMARK,1,S_OBLIQUE_AFTER_OBJECT,0.1875
S_POSSESSIVE_HEADMARK,2,S_LIKE_EXP_SUBJ,0.1875
S_POSSESSIVE_HEADMARK,3,S_INSTRUMENTAL_ADPOSITION,0.1875
S_POSSESSIVE_HEADMARK,4,S_EXISTENTIAL_VERB,0.1875
S_POSSESSIVE_HEADMARK,5,S_POSSESSOR_BEFORE_NOUN.1,0.1875
S_POSSESSIVE_DEPMARK,1,S_PARTICLE_AND_VERBAL_POLAR,0.1875
S_POSSESSIVE_DEPMARK,2,S_INTERNALLY_HEADED_RELATIVE,0.1875
S_POSSESSIVE_DEPMARK,3,S_ADJOINED_RELATIVE,0.1875
S_POSSESSIVE_DEPMARK,4,S_TEND_DEPMARK,0.1875
S_POSSESSIVE_DEPMARK,5,S_ERGATIVE_ALIGNMENT_FLAGGING,0.1875
S_TEND_HEADMARK,1,P_NASALS,0.1875
S_TEND_HEADMARK,2,S_OBLIQUE_AFTER_OBJECT,0.1875
S_TEND_HEADMARK,3,S_OBJECT_HEADMARK,0.1875
S_TEND_HEADMARK,4,S_POSSESSIVE_HEADMARK,0.1875
S_TEND_HEADMARK,5,S_SVO,0
S_TEND_DEPMARK,1,P_BILABIALS,0.1875
S_TEND_DEPMARK,2,P_NASALS,0.1875
S_TEND_DEPMARK,3,S_OBJECT_DEPMARK,0.1875
S_TEND_DEPMARK,4,S_POSSESSIVE_DEPMARK,0.1875
S_TEND_DEPMARK,5,S_XVO,0.1875
S_TEND_PREFIX,1,P_NASALS,0.1875
S_TEND_PREFIX,2,S_SVO,0
S_TEND_PREFIX,3,S_TYPICAL_PASSIVE_CONSTRUCTION,0
S_TEND_PREFIX,4,S_APPLICATIVE_CONSTRUCTION,0
S_TEND_PREFIX,5,S_SUBJECT_RELATIVE_ZERO,0
S_TEND_SUFFIX,1,S_DEMONSTRATIVE_PREFIX,0.1875
S_TEND_SUFFIX,2,S_SUBORDINATOR_SUFFIX,0.1875
S_TEND_SUFFIX,3,S_XVO,0.1875
S_TEND_SUFFIX,4,S_SVO,0
S_TEND_SUFFIX,5,S_SPECIAL_RECIP_CONSTR,0
S_ANY_REDUP,1,M_DIST_NUMERAL_MARK,0.1875
S_ANY_REDUP,2,S_AOV,0.1875
S_ANY_REDUP,3,S_OVA,0.1875
S_ANY_REDUP,4,S_OAV,0.1875
S_ANY_REDUP,5,P_LABIAL_VELARS,0.1875
S_CASE_PREFIX,1,S_DUAL_UNIT_PRON,0.1875
S_CASE_PREFIX,2,P_NASALS,0.1875
S_CASE_PREFIX,3,S_VTR,0.1875
S_CASE_PREFIX,4,P_BILABIALS,0.1875
S_CASE_PREFIX,5,S_VRT,0.1875
S_CASE_SUFFIX,1,S_NOUN_CONJ_COM_DIFF,0.1875
S_CASE_SUFFIX,2,S_GREEN_BLUE_DIST,0.1875
S_CASE_SUFFIX,3,S_HEAR_SMELL_DIST,0.1875
S_CASE_SUFFIX,4,S_BODY_HAIR_FEATHER_DIST,0.1875
S_CASE_SUFFIX,5,S_FINGER_TOE_DIST,0.1875
S_CASE_PROCLITIC,1,S_POSSESSOR_AFTER_NOUN,0.1875
S_CASE_PROCLITIC,2,S_CASE_MARK,0.1875
S_CASE_PROCLITIC,3,S_SUBORDINATOR_WORD_BEFORE_CLAUSE,0.1875
S_CASE_PROCLITIC,4,S_VOX,0.1875
S_CASE_PROCLITIC,5,P_NASALS,0.1875
S_CASE_ENCLITIC,1,S_ADPOSITION_AFTER_NOUN,0.1875
S_CASE_ENCLITIC,2,S_SUBJECT_BEFORE_VERB,0.1875
S_CASE_ENCLITIC,3,P_BILABIALS,0.1875
S_CASE_ENCLITIC,4,S_CASE_MARK,0.1875
S_CASE_ENCLITIC,5,S_CLEF_COPULA_FOCUS,0
S_CASE_MARK,1,S_PARTICLE_AND_VERBAL_POLAR,0.1875
S_CASE_MARK,2,S_IMPERATIVE_DECLARATIVE_NEG,0.1875
S_CASE_MARK,3,S_ADJOINED_RELATIVE,0.1875
S_CASE_MARK,4,S_ERGATIVE_ALIGNMENT_FLAGGING,0.1875
S_CASE_MARK,5,M_POLITENESS_2ND_PERSON,0.1875
S_COMITATIVE_VS_INSTRUMENTAL_MARK,1,S_OXV,0.1875
S_COMITATIVE_VS_INSTRUMENTAL_MARK,2,S_OBLIQUE_BEFORE_VERB,0.1875
